SA (m2/g),Dav (nm),VTot (cm3/g),C (wt%),O/C,(O+N)/C,pH,T (K),C0 (mg/L),SLR (g/L),Qe (mg/g)
139.62,18.58,0.642,56.55,0.29,0.783,5.419,292.88,29.25,3.981,50.389
107.93,21.58,0.499,59.17,0.36,0.114,7.099,303.31,106.64,1.315,70.002
110.47,17.62,0.519,42.43,0.328,0.448,8.552,301.39,26.54,2.441,37.561
102.32,16.18,0.69,49.49,0.266,0.362,9.517,302.04,128.0,2.355,34.378
270.35,16.95,0.65,65.89,0.404,0.399,10.0,283.0,67.49,1.1,48.056
43.45,18.33,0.641,51.87,0.435,0.246,6.827,304.07,106.24,1.274,62.505
148.26,18.01,0.714,27.78,0.172,0.43,6.397,295.73,25.53,0.424,57.672
85.78,17.07,0.592,59.76,0.195,0.375,7.258,283.86,41.76,1.125,46.875
75.0,18.72,0.618,51.07,0.244,0.46,8.314,299.54,70.2,0.841,44.997
336.44,13.55,0.442,31.3,0.28,0.721,10.0,308.19,73.4,8.101,60.052
946.1,10.14,0.385,56.5,0.41,0.215,4.887,296.76,250.0,5.471,108.412
161.28,21.06,0.641,77.05,0.398,0.333,9.063,285.31,150.18,2.337,47.979
187.18,22.16,0.511,57.28,0.418,0.421,7.49,300.83,64.86,4.476,67.437
90.68,21.8,0.525,57.36,0.324,0.296,7.308,295.75,12.64,3.328,43.351
402.81,13.12,0.544,45.38,0.378,0.268,6.114,294.83,15.52,2.08,88.379
247.68,18.39,0.526,68.79,0.423,0.627,5.224,301.41,48.42,1.433,66.946
290.69,13.4,0.581,65.31,0.454,0.339,6.369,304.19,167.17,1.294,82.929
195.2,16.13,0.489,69.11,0.19,0.457,8.88,297.57,39.62,3.463,40.21
338.23,14.1,0.534,57.68,0.088,0.676,10.0,294.4,190.52,1.174,48.935
198.2,19.99,0.491,53.98,0.272,0.446,6.498,288.46,34.21,2.235,63.382
273.15,22.2,0.385,41.33,0.285,0.289,6.602,305.48,39.88,1.952,76.198
282.89,21.4,0.517,45.27,0.466,0.571,9.438,297.64,60.43,1.011,61.862
100.24,23.1,0.592,56.96,0.249,0.161,5.161,300.89,250.0,1.805,58.128
88.6,19.18,0.518,54.94,0.241,0.212,4.53,301.89,250.0,3.179,46.8
134.58,14.71,0.6,36.32,0.131,0.326,5.731,302.12,21.91,2.341,44.304
209.36,17.28,0.63,40.36,0.132,0.123,7.954,312.13,134.0,1.753,63.179
154.72,18.74,0.538,37.44,0.34,0.298,6.214,297.5,23.95,1.758,64.167
936.19,8.41,0.386,61.9,0.227,0.1,6.967,291.69,11.53,1.223,97.667
141.95,18.04,0.574,73.44,0.244,0.567,5.725,287.17,23.67,4.739,44.717
153.19,15.36,0.516,63.09,0.18,0.483,7.428,309.79,45.12,0.851,53.84
245.83,16.85,0.778,59.28,0.532,0.697,6.423,297.61,250.0,2.616,86.449
451.68,19.63,0.575,51.65,0.156,0.625,5.424,296.8,59.48,3.96,75.955
296.54,12.84,0.485,43.71,0.343,0.363,5.279,301.1,48.75,2.376,73.355
452.14,12.16,0.554,58.27,0.368,0.564,6.042,297.8,136.61,0.833,103.883
194.17,14.86,0.671,32.47,0.226,0.504,9.696,300.81,113.92,1.214,43.86
99.74,23.47,0.532,67.39,0.35,0.435,6.307,294.11,62.03,1.84,55.695
56.86,23.6,0.767,44.04,0.305,0.307,2.0,296.86,81.5,1.176,25.722
224.47,21.07,0.463,68.82,0.05,0.374,5.046,302.16,36.68,1.285,49.974
112.85,20.06,0.634,58.16,0.446,0.538,8.818,306.71,20.77,1.847,32.341
400.98,10.43,0.404,39.96,0.445,0.619,5.566,293.46,120.38,0.783,98.872
373.08,14.85,0.453,47.35,0.287,0.569,8.488,292.8,29.42,3.437,59.192
67.89,20.51,0.487,59.3,0.259,0.448,7.189,297.47,25.34,1.618,52.016
369.66,18.2,0.49,49.37,0.331,0.317,8.758,295.62,220.62,1.897,78.688
344.28,17.8,0.335,55.06,0.309,0.437,6.918,297.62,123.93,0.664,94.066
116.75,20.27,0.666,56.9,0.324,0.559,8.829,298.58,32.18,3.105,33.518
33.86,19.6,0.749,56.82,0.401,0.337,3.258,292.62,39.37,2.668,24.536
144.63,19.49,0.393,64.58,0.344,0.296,6.62,303.57,43.92,0.714,64.801
207.99,17.08,0.562,83.77,0.161,0.522,7.686,299.24,5.68,1.498,41.069
84.43,19.02,0.523,59.38,0.223,0.13,8.447,302.3,89.32,1.147,45.946
177.91,17.23,0.537,54.63,0.348,0.545,6.192,294.53,28.46,1.846,59.945
93.29,21.76,0.506,71.53,0.238,0.683,9.101,305.77,93.34,3.38,35.084
237.62,19.02,0.61,58.59,0.342,0.85,10.0,291.04,52.32,1.735,48.612
310.51,20.24,0.41,54.13,0.344,0.604,5.826,290.62,87.73,10.0,78.536
260.89,19.21,0.364,60.73,0.384,0.509,6.573,304.27,72.38,4.267,75.119
184.77,15.7,0.584,51.87,0.16,0.337,8.798,301.89,16.34,1.727,32.009
40.94,10.81,0.482,52.42,0.089,0.673,7.514,300.55,90.5,1.708,51.195
233.65,25.26,0.514,61.61,0.083,0.46,7.04,288.36,250.0,3.751,68.189
144.85,20.55,0.503,44.43,0.339,0.474,7.961,292.03,108.55,4.094,56.289
321.91,16.74,0.549,53.64,0.393,0.378,9.255,293.37,152.21,1.225,75.827
401.31,10.93,0.42,59.73,0.341,0.385,3.223,310.46,31.96,0.902,68.117
295.61,19.82,0.528,42.32,0.296,0.139,3.927,288.75,65.63,5.484,53.762
176.27,13.7,0.364,60.56,0.124,0.704,3.172,300.66,71.96,2.29,32.284
969.04,10.09,0.092,69.3,0.523,0.588,7.12,305.43,17.94,2.418,114.314
148.41,19.51,0.461,61.01,0.344,0.483,6.361,305.46,74.14,3.771,62.95
90.1,24.58,0.462,57.42,0.1,0.425,6.071,303.04,89.12,0.616,56.469
231.68,18.22,0.575,64.22,0.273,0.513,7.823,286.71,54.68,1.051,58.089
60.6,20.12,0.706,57.36,0.425,0.418,8.106,296.64,105.87,0.638,47.07
197.59,17.58,0.414,41.52,0.27,0.592,7.582,300.63,104.14,1.395,68.035
119.38,17.45,0.614,51.39,0.082,0.299,10.0,303.82,107.67,1.958,25.273
332.73,19.12,0.508,71.75,0.431,0.29,7.608,289.99,36.67,1.056,68.924
148.62,27.58,0.578,64.01,0.199,0.676,8.18,303.57,101.83,1.143,43.351
158.86,19.96,0.784,48.49,0.264,0.423,7.24,301.62,147.42,1.57,65.987
132.56,21.23,0.513,48.6,0.301,0.323,2.771,301.27,30.45,3.842,27.485
1000.0,9.84,0.185,48.19,0.401,0.394,7.222,295.08,14.83,1.512,107.027
597.01,12.07,0.39,49.01,0.219,0.474,6.208,293.93,110.04,3.534,101.919
182.64,15.8,0.706,49.13,0.34,0.419,9.381,298.04,37.54,1.285,39.981
481.01,9.42,0.372,78.15,0.207,0.608,5.08,301.69,25.2,2.24,81.744
544.7,13.73,0.428,55.2,0.314,0.345,7.823,287.3,144.3,1.717,97.813
152.37,18.01,0.664,63.7,0.531,0.161,8.823,304.55,79.6,1.775,50.388
134.37,17.22,0.542,68.84,0.055,0.207,7.734,295.61,28.96,3.988,39.868
107.0,19.08,0.613,51.3,0.296,0.273,4.874,296.39,56.15,0.997,46.36
94.86,17.28,0.453,49.38,0.199,0.607,6.302,309.0,77.29,3.977,55.973
196.89,13.68,0.38,38.28,0.353,0.436,7.136,294.28,13.21,2.455,59.396
84.25,19.58,0.473,50.01,0.568,0.683,10.0,304.84,56.67,1.485,38.939
678.16,12.59,0.456,43.2,0.358,0.338,4.297,298.72,127.42,2.283,94.78
493.91,15.63,0.485,69.16,0.255,0.436,3.292,300.27,31.6,2.249,66.159
262.39,16.52,0.548,61.46,0.342,0.347,6.682,307.48,236.57,0.937,83.362
105.91,19.01,0.607,70.48,0.169,0.549,10.0,309.33,46.4,5.65,19.236
88.75,20.19,0.732,55.68,0.259,0.1,4.664,300.55,116.44,0.533,45.299
77.09,21.46,0.575,53.62,0.265,0.372,4.497,285.05,127.97,0.718,38.048
740.67,15.88,0.357,47.24,0.496,0.417,8.554,301.13,15.44,3.083,89.433
179.83,23.19,0.47,38.08,0.226,0.441,3.885,294.81,192.95,2.023,49.032
118.81,21.34,0.464,85.0,0.262,0.474,7.627,288.18,52.19,0.896,52.907
272.78,18.0,0.705,47.07,0.381,0.246,7.146,291.21,63.75,0.814,73.492
277.57,13.23,0.603,59.81,0.277,0.595,4.113,292.73,112.04,5.426,52.982
195.73,16.89,0.503,58.05,0.374,0.468,4.646,308.93,81.56,1.119,55.36
81.5,15.46,0.56,62.7,0.211,0.534,10.0,302.87,18.72,4.438,16.912
151.98,18.6,0.636,69.85,0.132,0.387,6.701,296.05,98.3,4.758,52.794
202.87,18.84,0.434,43.14,0.355,0.327,4.106,305.24,100.11,4.89,50.622
171.11,17.26,0.423,65.03,0.388,0.522,7.167,298.68,26.23,1.62,60.669
139.19,19.95,0.595,51.81,0.378,0.1,4.751,297.9,8.48,0.871,38.279
130.5,26.86,0.614,55.94,0.262,0.639,7.875,296.32,53.48,2.266,50.901
320.55,15.26,0.502,44.47,0.315,0.619,6.23,301.59,208.43,1.207,91.35
296.35,22.34,0.576,62.67,0.304,0.795,5.54,303.43,76.9,1.951,74.807
75.61,23.22,0.604,46.13,0.315,0.78,7.825,302.01,71.34,2.287,50.737
226.49,22.43,0.547,49.68,0.21,0.628,7.462,298.62,181.02,8.069,66.075
86.17,21.57,0.412,44.1,0.428,0.33,7.644,289.45,34.25,1.617,48.426
180.9,22.16,0.544,54.98,0.281,0.607,7.102,311.47,12.49,1.02,58.92
90.68,17.61,0.693,76.46,0.374,0.707,4.36,296.84,35.89,1.131,32.095
191.51,18.7,0.548,67.61,0.268,0.538,7.55,290.15,111.92,2.145,60.698
1000.0,8.39,0.427,61.06,0.208,0.265,8.576,301.9,125.04,3.647,97.682
827.67,13.96,0.456,57.23,0.276,0.185,9.177,303.25,31.6,1.213,81.043
519.57,12.45,0.477,34.1,0.159,0.547,5.22,291.67,199.3,3.723,90.817
614.01,8.18,0.478,56.04,0.397,0.377,9.191,292.85,250.0,10.0,87.781
60.87,20.08,0.518,55.64,0.361,0.1,6.904,294.98,180.7,4.657,61.578
36.52,18.44,0.521,48.51,0.37,0.309,4.687,289.02,24.05,3.21,37.309
358.22,15.49,0.447,68.07,0.49,0.265,10.0,302.06,83.78,2.33,64.349
244.89,13.2,0.433,55.98,0.386,0.539,5.158,301.27,33.51,0.737,70.053
203.98,22.7,0.494,74.36,0.444,0.327,6.351,298.53,119.15,3.404,73.875
316.61,18.35,0.479,50.05,0.398,0.338,5.666,296.88,71.88,3.877,76.769
67.04,20.28,0.54,53.71,0.401,0.127,5.562,293.62,17.23,2.23,44.988
171.38,21.09,0.356,42.38,0.065,0.531,7.412,299.04,250.0,2.053,64.378
288.87,18.76,0.606,56.32,0.297,0.528,8.221,302.53,61.4,5.198,53.553
136.55,22.73,0.597,68.28,0.288,0.258,10.0,302.24,41.54,3.909,28.052
310.05,14.73,0.43,52.55,0.241,0.398,2.604,290.3,36.54,1.236,44.114
282.02,15.51,0.546,58.84,0.104,0.449,5.561,297.61,129.01,5.772,61.351
344.01,16.29,0.513,54.85,0.461,0.459,7.922,298.94,27.55,2.487,71.835
82.25,22.04,0.606,40.31,0.349,0.57,8.038,290.91,250.0,1.285,59.637
229.68,9.0,0.55,51.97,0.385,0.309,2.0,291.89,48.91,2.229,47.006
606.46,21.81,0.524,58.32,0.407,0.369,6.761,291.32,24.51,3.167,96.728
374.95,10.48,0.449,69.65,0.134,0.353,7.205,305.92,68.78,1.225,84.599
127.19,16.99,0.294,50.36,0.555,0.403,6.197,306.33,5.87,1.522,64.444
223.52,16.68,0.579,70.01,0.179,0.279,6.966,291.46,6.4,2.671,51.451
95.8,18.73,0.55,64.03,0.241,0.592,7.788,289.62,50.29,1.618,46.482
85.35,20.99,0.538,60.86,0.429,0.455,7.042,297.14,58.06,1.203,63.326
254.33,23.36,0.641,76.94,0.187,0.631,5.899,305.58,20.38,1.344,55.267
324.72,18.42,0.505,60.63,0.05,0.347,3.678,297.02,133.24,0.902,54.733
74.41,20.62,0.51,36.26,0.41,0.336,3.937,289.66,4.94,4.375,25.306
220.69,17.7,0.464,25.21,0.05,0.553,8.304,300.94,14.39,2.302,42.427
316.11,19.33,0.539,52.8,0.406,0.322,2.97,293.64,61.23,10.0,51.953
92.61,14.36,0.515,44.76,0.391,0.406,5.196,290.07,37.05,3.221,45.828
240.34,13.45,0.567,43.45,0.323,0.498,5.92,284.62,24.62,3.575,67.496
430.73,18.72,0.572,31.38,0.303,0.37,2.38,294.14,67.27,2.715,63.831
194.42,20.26,0.496,63.85,0.544,0.339,8.166,302.52,66.77,1.007,63.4
338.9,13.92,0.439,46.28,0.117,0.489,4.282,286.58,22.36,3.557,45.281
347.68,18.26,0.561,59.65,0.432,0.1,5.537,293.48,137.13,2.42,87.726
742.44,12.74,0.37,62.8,0.347,0.85,8.617,305.21,40.95,1.974,91.947
102.9,21.36,0.592,69.82,0.26,0.569,6.157,301.3,122.18,3.895,56.727
591.83,11.06,0.465,81.39,0.279,0.528,2.759,299.38,128.04,3.637,73.535
1000.0,14.38,0.233,79.34,0.474,0.514,6.956,311.56,95.78,1.615,120.637
332.08,9.28,0.508,46.73,0.41,0.299,9.747,307.35,143.79,6.645,67.319
308.75,17.54,0.491,43.09,0.236,0.14,5.703,303.17,230.25,0.75,85.961
944.25,9.62,0.309,54.16,0.27,0.468,10.0,304.31,240.27,3.67,92.863
403.93,19.14,0.541,69.8,0.124,0.721,5.328,293.02,250.0,1.273,79.181
706.92,7.16,0.184,43.76,0.308,0.323,8.705,283.88,25.37,3.485,86.781
285.38,16.12,0.32,51.97,0.248,0.58,6.732,285.35,35.3,4.303,71.219
177.91,17.77,0.617,45.02,0.175,0.442,5.554,299.05,23.45,0.9,55.491
68.84,19.74,0.648,66.33,0.367,0.433,8.517,294.38,41.03,1.061,35.668
161.44,7.38,0.523,63.24,0.224,0.665,4.518,297.09,14.07,2.08,36.868
153.47,12.18,0.503,49.73,0.315,0.1,7.114,291.57,250.0,0.83,69.068
483.54,18.18,0.524,57.05,0.414,0.542,7.657,294.29,65.71,1.5,93.518
247.61,18.69,0.567,54.36,0.4,0.442,5.574,308.49,141.71,7.729,79.956
73.41,17.52,0.582,76.8,0.26,0.268,4.955,293.02,127.14,3.463,43.166
206.26,16.07,0.381,47.72,0.204,0.487,9.325,300.95,25.06,1.333,38.602
62.31,23.64,0.614,29.77,0.385,0.679,10.0,299.19,35.46,2.253,33.568
53.72,16.96,0.48,60.82,0.315,0.165,5.725,292.54,250.0,5.276,57.491
124.89,22.04,0.736,57.45,0.211,0.553,7.712,311.4,214.19,1.615,53.82
263.46,17.92,0.669,68.25,0.144,0.572,5.14,301.19,129.52,2.938,59.37
179.38,17.67,0.543,43.24,0.268,0.688,6.713,295.38,41.08,1.435,64.753
135.57,20.43,0.438,53.61,0.241,0.692,10.0,306.79,177.4,0.887,46.163
174.12,20.02,0.464,58.64,0.402,0.659,7.242,298.27,22.94,1.436,63.528
288.07,19.15,0.639,72.38,0.294,0.635,9.105,296.56,66.9,1.373,53.409
271.85,18.1,0.329,59.02,0.234,0.233,3.308,294.13,131.98,2.357,56.115
230.88,18.87,0.383,55.03,0.386,0.676,6.051,300.34,250.0,2.0,83.484
399.87,15.34,0.441,25.0,0.096,0.238,4.837,305.55,61.76,1.722,72.218
83.48,24.66,0.637,56.2,0.311,0.731,6.427,299.71,45.43,0.917,58.747
308.6,19.46,0.51,48.09,0.164,0.506,8.584,302.52,194.52,2.2,72.872
228.21,20.7,0.562,60.35,0.26,0.513,7.561,300.56,76.41,3.317,65.671
340.27,18.51,0.39,34.9,0.549,0.166,6.018,307.0,17.64,1.768,87.084
235.5,13.52,0.607,54.34,0.215,0.595,4.549,295.66,92.45,2.238,50.357
532.97,12.81,0.406,42.87,0.556,0.531,10.0,288.75,22.66,0.492,84.183
57.04,21.52,0.6,60.97,0.176,0.439,6.965,303.63,64.52,3.424,53.971
354.95,18.46,0.448,54.93,0.584,0.557,7.664,295.14,14.81,1.121,75.908
402.09,17.75,0.423,51.5,0.571,0.421,3.768,294.84,21.0,3.226,65.796
189.15,17.44,0.591,46.64,0.235,0.546,7.232,294.59,13.3,1.434,52.138
433.26,20.01,0.591,41.74,0.354,0.761,7.158,301.22,97.97,2.32,94.032
150.37,19.65,0.607,64.02,0.344,0.572,5.211,304.32,124.17,1.134,60.459
94.0,16.36,0.541,54.93,0.521,0.439,2.129,301.17,108.8,3.276,40.452
1000.0,10.31,0.4,25.0,0.475,0.32,8.933,308.65,250.0,2.001,109.151
208.19,17.18,0.51,38.25,0.241,0.591,2.451,296.82,40.48,1.449,36.184
229.36,12.85,0.654,38.15,0.364,0.396,8.073,285.82,26.32,1.825,46.948
380.13,16.22,0.422,32.25,0.261,0.714,4.804,301.07,116.17,1.321,78.204
102.26,18.1,0.531,53.67,0.291,0.267,7.055,290.4,121.15,2.365,58.703
61.83,19.89,0.509,33.84,0.528,0.489,5.277,297.96,55.54,1.47,57.621
158.66,19.52,0.503,25.0,0.295,0.377,6.619,294.6,37.8,3.188,57.761
111.44,18.53,0.586,52.44,0.246,0.1,4.826,300.39,13.46,3.405,35.246
109.05,16.62,0.509,58.99,0.26,0.482,6.77,298.34,109.53,1.047,65.062
105.07,17.5,0.366,62.28,0.517,0.549,8.373,297.87,17.73,1.709,42.309
196.4,11.99,0.477,37.67,0.271,0.664,4.707,297.65,224.28,1.329,59.442
250.13,17.66,0.569,77.82,0.39,0.82,8.065,301.53,36.87,0.796,63.438
510.76,17.13,0.363,49.27,0.472,0.229,6.259,306.01,102.39,3.377,109.556
112.79,15.49,0.586,52.28,0.186,0.336,6.209,303.21,32.64,1.986,50.673
65.6,20.47,0.481,42.36,0.457,0.609,8.791,294.15,19.43,2.562,34.721
272.97,18.05,0.636,61.14,0.081,0.672,6.708,301.16,34.76,2.213,67.114
41.87,23.11,0.619,72.93,0.375,0.545,8.373,299.03,8.56,2.464,27.6
269.3,17.31,0.427,64.15,0.336,0.518,7.753,295.07,53.32,0.537,72.548
130.17,14.9,0.595,53.39,0.171,0.534,2.537,295.83,17.84,1.182,24.027
101.78,19.92,0.542,44.29,0.347,0.35,7.036,289.3,7.42,2.55,45.747
164.53,15.87,0.61,39.04,0.259,0.655,5.862,302.3,32.7,2.78,54.769
336.05,19.17,0.59,64.0,0.291,0.248,8.791,296.66,250.0,2.418,72.18
172.22,21.0,0.568,47.24,0.38,0.678,3.361,299.39,14.09,1.39,36.041
574.07,13.68,0.356,38.88,0.351,0.85,7.979,302.54,30.15,1.359,92.874
66.33,24.79,0.654,67.16,0.15,0.509,8.643,307.12,68.39,2.416,32.328
79.53,14.41,0.551,59.35,0.394,0.624,6.355,290.87,133.11,4.21,64.595
222.38,18.96,0.522,46.19,0.403,0.623,5.642,299.22,43.43,2.507,72.749
96.83,19.57,0.624,58.09,0.315,0.598,4.061,285.51,23.62,4.009,30.335
338.24,17.02,0.593,45.01,0.179,0.548,4.335,303.08,31.43,4.364,56.27
110.61,17.61,0.694,74.9,0.388,0.288,8.292,299.84,160.91,4.497,47.424
177.5,12.43,0.483,69.18,0.286,0.462,5.472,303.98,23.36,1.128,56.535
272.68,20.66,0.442,71.1,0.156,0.589,6.353,302.09,51.88,1.167,69.387
397.54,13.11,0.392,41.65,0.338,0.47,3.83,297.7,11.29,0.382,61.498
250.52,11.23,0.399,75.24,0.05,0.327,9.007,296.4,38.02,4.365,38.471
253.23,15.87,0.556,64.2,0.391,0.387,5.154,304.04,74.56,4.89,68.378
129.78,19.08,0.586,68.76,0.183,0.344,7.024,301.88,230.73,0.818,62.52
330.28,13.75,0.36,47.87,0.255,0.56,6.548,294.2,27.46,1.133,80.833
134.63,19.37,0.518,68.49,0.401,0.561,8.191,298.84,37.33,1.093,59.092
430.78,12.39,0.599,53.25,0.475,0.129,5.922,298.28,30.81,3.132,98.31
142.45,22.78,0.549,48.71,0.227,0.457,10.0,305.1,33.52,1.369,28.251
157.16,21.04,0.546,57.33,0.313,0.542,3.375,292.14,16.2,1.901,29.199
197.25,21.26,0.554,31.97,0.266,0.38,9.133,302.9,71.9,9.41,40.192
137.87,20.71,0.457,69.0,0.383,0.516,6.319,292.87,134.67,3.107,67.322
186.66,22.03,0.485,51.87,0.212,0.437,4.472,291.91,66.17,1.761,46.567
324.8,12.26,0.456,58.87,0.419,0.337,7.007,290.78,27.63,1.822,82.442
183.5,17.56,0.534,59.0,0.335,0.421,3.866,303.04,92.27,2.135,45.398
97.48,21.1,0.482,74.53,0.475,0.481,9.746,296.21,15.85,0.942,26.844
64.94,18.47,0.569,59.42,0.144,0.347,6.009,301.98,49.41,2.449,47.72
61.5,15.77,0.488,45.48,0.382,0.388,7.215,302.61,189.6,4.683,57.803
265.64,13.84,0.573,63.23,0.371,0.665,4.033,304.62,28.66,1.865,49.871
479.31,17.82,0.44,63.88,0.174,0.659,9.38,289.28,90.61,2.372,67.24
169.36,17.61,0.523,27.77,0.413,0.324,7.482,292.23,67.46,3.339,62.712
328.44,16.52,0.546,41.78,0.136,0.477,7.806,295.96,250.0,1.538,76.993
138.75,19.66,0.621,47.68,0.443,0.302,6.419,301.15,123.4,1.486,75.211
267.92,22.85,0.591,67.39,0.158,0.539,9.131,296.33,36.92,1.726,43.247
165.22,22.52,0.519,63.1,0.201,0.608,7.576,309.3,55.5,1.463,57.117
141.2,15.64,0.58,78.24,0.315,0.281,6.349,294.03,154.74,0.897,65.125
297.71,14.43,0.42,67.25,0.376,0.395,7.843,305.36,46.32,0.538,70.499
42.43,17.22,0.612,50.89,0.335,0.564,6.724,302.88,57.03,0.858,59.066
429.78,13.29,0.42,56.75,0.146,0.433,3.153,299.44,27.79,2.155,47.845
115.91,18.46,0.454,49.42,0.337,0.587,7.031,296.52,161.26,1.566,69.158
155.46,17.68,0.619,58.7,0.315,0.67,3.009,302.86,48.03,1.349,33.677
510.53,12.95,0.517,55.41,0.332,0.545,2.786,307.57,205.23,1.967,81.464
91.68,21.9,0.443,44.91,0.22,0.346,8.742,311.1,51.6,1.596,37.334
615.64,15.61,0.295,54.21,0.24,0.194,8.369,301.62,36.3,3.592,81.796
227.99,19.43,0.558,48.16,0.336,0.497,5.82,300.09,39.87,1.344,70.756
338.71,10.72,0.606,48.01,0.179,0.1,4.188,293.68,37.27,2.191,51.449
114.69,22.83,0.606,38.8,0.258,0.541,5.484,287.57,53.41,0.859,48.153
150.23,14.74,0.585,56.71,0.459,0.743,8.964,301.24,87.8,0.485,45.542
393.88,16.98,0.523,59.18,0.401,0.53,6.11,306.62,44.86,1.405,93.068
407.28,14.19,0.318,53.6,0.229,0.49,4.919,302.62,84.66,3.175,78.641
115.04,24.85,0.704,42.99,0.329,0.422,3.676,296.84,18.88,2.122,30.558
677.56,14.69,0.402,59.59,0.184,0.601,8.534,296.79,9.6,1.921,70.084
71.51,19.52,0.71,50.24,0.285,0.658,8.48,293.53,32.23,5.138,30.161
163.6,12.08,0.505,74.9,0.354,0.451,5.433,297.33,90.55,1.203,56.592
548.3,13.89,0.31,62.36,0.282,0.379,9.599,295.12,38.3,1.512,67.277
291.56,19.67,0.417,42.47,0.191,0.85,3.675,299.58,85.75,2.463,58.267
280.89,13.09,0.505,79.32,0.444,0.19,6.96,296.44,102.02,1.434,87.544
95.74,18.6,0.528,51.65,0.331,0.506,5.972,284.95,20.37,2.533,53.166
194.26,18.48,0.464,52.04,0.435,0.376,6.851,293.36,90.1,0.999,74.109
38.65,22.2,0.686,47.16,0.254,0.492,8.391,300.6,35.41,1.819,37.442
323.85,16.96,0.448,49.25,0.242,0.439,5.861,299.73,31.17,2.21,73.084
331.89,18.6,0.598,31.05,0.372,0.529,7.761,284.4,107.42,2.536,77.979
355.29,13.61,0.616,57.04,0.186,0.253,6.286,301.82,85.05,2.506,82.205
300.79,21.39,0.544,67.19,0.55,0.562,5.823,298.25,68.58,1.01,87.59
68.17,21.27,0.495,65.78,0.348,0.409,6.395,286.44,43.97,4.089,51.416
234.09,20.9,0.331,67.17,0.123,0.23,7.34,301.69,182.28,2.779,68.316
696.63,9.72,0.273,58.38,0.404,0.377,8.992,306.29,99.45,1.705,99.284
1000.0,18.37,0.393,69.66,0.307,0.591,5.548,294.68,127.06,1.029,109.843
77.48,18.64,0.601,44.38,0.334,0.645,7.337,306.53,102.4,6.472,50.76
74.11,25.73,0.635,60.32,0.241,0.557,5.687,299.73,59.97,1.564,49.113
182.45,19.87,0.537,44.25,0.459,0.38,4.648,299.7,59.23,1.747,59.478
253.13,15.97,0.496,69.63,0.433,0.516,6.736,300.75,18.6,4.783,70.076
68.49,23.74,0.649,56.89,0.05,0.674,4.3,305.44,52.0,1.36,24.615
105.08,21.57,0.613,57.6,0.275,0.3,7.74,307.12,49.76,0.951,46.678
259.89,14.59,0.461,45.93,0.306,0.452,4.182,298.26,16.13,1.59,47.994
452.91,15.54,0.41,42.08,0.404,0.244,5.764,301.47,33.29,2.337,90.243
184.57,16.69,0.488,52.44,0.243,0.556,5.221,296.32,53.14,3.451,56.849
138.46,17.57,0.498,52.55,0.571,0.44,3.77,300.89,26.59,2.383,43.888
950.43,10.32,0.261,47.59,0.259,0.414,4.948,288.85,12.95,1.346,87.615
278.32,19.19,0.516,46.23,0.363,0.55,3.352,296.36,101.95,1.54,56.762
370.4,15.3,0.598,49.27,0.385,0.549,3.037,307.26,30.32,0.753,59.99
259.19,16.63,0.45,76.91,0.219,0.602,6.119,303.97,96.25,3.299,72.234
136.71,17.27,0.499,74.37,0.242,0.467,8.197,296.08,83.11,1.985,46.636
105.17,17.31,0.626,60.39,0.415,0.402,7.215,291.67,55.91,6.982,53.527
454.44,18.12,0.422,66.94,0.458,0.193,6.646,303.61,70.5,2.212,103.083
167.24,14.92,0.641,53.94,0.311,0.605,4.104,300.67,51.3,3.053,38.342
273.98,12.17,0.532,76.54,0.206,0.542,8.016,305.47,69.83,2.176,59.095
78.83,19.0,0.458,40.74,0.369,0.616,8.178,286.8,61.1,0.973,44.742
284.45,15.56,0.504,53.95,0.37,0.521,7.783,308.03,79.4,2.484,69.134
131.76,21.8,0.483,83.66,0.308,0.741,7.709,301.61,34.11,2.482,49.354
256.92,18.37,0.621,35.09,0.431,0.461,3.819,293.62,20.96,2.228,51.427
263.38,19.69,0.542,50.38,0.176,0.688,7.942,292.1,26.05,1.73,58.625
165.63,18.34,0.624,66.26,0.293,0.466,6.049,303.31,87.63,1.275,63.999
254.27,20.27,0.498,48.44,0.207,0.555,4.251,306.96,102.99,2.146,52.548
134.38,20.44,0.725,48.48,0.054,0.583,9.028,299.39,53.13,2.741,36.443
625.47,9.95,0.456,78.44,0.266,0.385,9.44,299.85,17.42,1.374,73.299
22.55,18.45,0.587,55.66,0.431,0.616,10.0,300.78,27.88,1.478,29.184
150.15,24.05,0.41,85.0,0.258,0.377,8.081,299.09,48.75,1.913,48.737
149.76,21.16,0.538,54.77,0.227,0.725,4.445,303.11,119.02,2.164,48.582
469.46,14.84,0.476,54.56,0.411,0.336,6.813,294.14,120.59,1.489,110.322
392.97,15.25,0.482,27.28,0.097,0.32,6.851,305.9,94.72,0.712,86.729
320.1,14.21,0.446,49.75,0.169,0.574,6.258,307.38,24.61,3.394,71.786
158.14,16.38,0.581,53.57,0.45,0.536,8.553,293.24,103.6,1.696,56.538
195.89,18.0,0.627,70.39,0.649,0.629,6.043,302.47,77.21,1.919,76.239
427.69,16.25,0.378,67.92,0.433,0.539,10.0,308.09,38.58,2.273,70.744
88.27,18.44,0.568,55.77,0.308,0.492,7.107,295.35,121.82,2.977,66.569
1000.0,7.44,0.368,57.23,0.334,0.466,8.11,310.15,40.19,2.046,100.299
