Adsorbent,Pollutant,SA (m2/g),Dav (nm),VTot (cm3/g),C (wt%),O/C,(O+N)/C,pH,T (K),C0 (mg/L),SLR (g/L),Qe (mg/g)
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,197.8062144
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,150.1989005
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,167.5159495
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,149.605412
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,195.9498078
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,167.515083
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,186.4946966
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,186.4946966
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,133.9387453
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,147.6588002
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,148.4531924
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,176.1731686
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,193.5824935
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,193.6168628
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,194.2473483
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,194.2473483
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,144.533151
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,160.0832954
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,157.48997
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,187.9339624
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,180.7380892
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,194.3002695
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,194.1076374
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,194.1076374
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,145.5371278
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,91.05162851
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,107.1628758
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,83.81957075
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,110.8222473
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,82.1890143
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,90.8839765
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,90.8839765
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,70.50262639
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,88.93581999
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,85.37041814
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,109.4004336
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,92.89581855
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,98.33483822
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,100.211
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,91.25331613
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,85.45114121
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,92.14540113
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,95.45575979
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,102.0173098
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,86.33087176
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,99.37428786
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,98.53143789
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,107.8474291
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,122.2710243
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,73.19550477
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,86.91503319
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,68.53641667
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,87.9671812
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,62.81852335
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,72.58487273
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,72.58487273
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,55.28905586
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,75.21676107
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,69.24782798
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,89.11830469
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,68.49643457
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,79.15079906
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,80.96391749
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,73.1777263
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,71.26186908
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,73.30368092
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,79.17594846
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,79.91301527
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,65.97291703
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,75.44196368
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,79.93079374
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,87.71698493
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,90.16372742
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,101.6589423
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,131.7447333
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,159.1299781
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,167.0261165
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,174.3891721
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,174.5851161
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,174.4023557
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,97.30484165
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,104.2284102
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,130.5675555
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,137.6983484
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,166.7371919
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,169.4636967
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,174.0739176
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,174.6533266
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,81.21305296
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,105.2579301
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,130.9519993
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,153.5606127
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,165.6472907
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,179.0690258
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,174.0987509
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,174.0997342
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,48.76561963
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,59.25733972
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,75.37698164
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,82.2331982
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,81.07539783
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,83.55758536
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,83.15424445
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,77.84886873
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,49.82859055
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,61.17099034
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,73.87287411
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,84.01079555
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,83.48408389
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,82.83055081
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,82.32420485
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,77.22438452
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,48.58470016
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,60.68388993
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,73.12544754
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,80.48293555
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,81.93930885
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,82.6411851
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,82.6411851
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,77.29375601
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,38.20195295
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,49.12704629
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,63.24195191
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,65.04069084
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,65.18409441
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,65.30178063
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,65.65806376
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,62.05258655
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,38.28960079
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,47.76470588
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,62.99284614
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,65.00045691
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,65.31376465
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,66.30728963
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,66.37257513
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,61.42780915
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,0.0
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,37.61648521
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,53.95005352
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,62.754432
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,58.29815148
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,61.55100389
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,62.44209028
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,61.30115402
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,61.32747771
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,64.28113937
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,20.0,3.0,130.2845151
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,188.691543
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,40.0,3.0,250.8498015
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,50.0,3.0,267.7647505
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,64.2882987
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,20.0,3.0,130.4479165
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,189.7662175
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,40.0,3.0,236.0124778
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,50.0,3.0,265.9695332
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,64.28994126
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,20.0,3.0,129.7318822
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,192.3271992
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,40.0,3.0,246.5544737
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,50.0,3.0,266.2126217
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,63.06336646
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,20.0,3.0,93.21063911
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,90.9394638
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,40.0,3.0,103.6557078
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,50.0,3.0,95.19579171
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,62.57653284
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,20.0,3.0,100.7224628
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,93.91547723
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,40.0,3.0,97.69569189
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,50.0,3.0,87.18488053
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,62.2813586
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,20.0,3.0,92.93395168
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,102.4109218
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,40.0,3.0,100.369383
NaOH-activated SCW biochars,DCF,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,50.0,3.0,87.88959852
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,60.56256149
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,20.0,3.0,70.38856734
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,70.69892803
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,40.0,3.0,96.49892036
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,50.0,3.0,74.63207993
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,59.62634316
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,20.0,3.0,76.26578251
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,72.68331481
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,40.0,3.0,71.02359871
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,50.0,3.0,65.98984246
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,59.06881572
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,20.0,3.0,66.7194092
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,79.86046482
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,40.0,3.0,82.90389308
NaOH-activated SCW biochars,IBU,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,50.0,3.0,66.17053164
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,64.8903021
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,20.0,3.0,126.1433558
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,185.1952087
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,40.0,3.0,224.3642559
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,50.0,3.0,253.7893399
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,65.00011112
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,20.0,3.0,126.0338032
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,30.0,3.0,185.4803703
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,40.0,3.0,225.3867619
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,50.0,3.0,242.6313591
NaOH-activated SCW biochars,NXP,655.4,8.5,0.456,89.7,0.023,0.026755853,7,298.15,10.0,3.0,64.88745858
